0 51.9940376988 67.1129565973 254.681863299 -1.0 0
1 47.0038828289 72.7593771679 254.972538052 23.4128590082 12
2 42.21617607 78.5438705268 254.945847586 24.2146374652 12
3 37.6428841956 84.4519784532 254.601858614 24.7978949588 12
4 33.2954380536 90.468933754 253.941430927 25.2796570098 13
5 29.1847039952 96.5796971747 252.966215253 25.7010717324 13
6 25.3209567149 102.768994989 251.678649122 26.0819694286 13
7 21.7138535686 109.021357176 250.081950778 26.4335978745 13
8 18.3724104356 115.321156086 248.180111136 26.7630210932 13
9 15.3049791836 121.652645503 245.977883805 27.0749988624 14
10 12.5192267931 128.0 243.480773207 27.3729085451 14
11 10.0221161945 134.347354497 240.695020816 27.6592436964 14
12 7.8198888637 140.678843914 237.627589564 27.9359043187 14
13 5.91804922214 146.978642824 234.286146431 28.2043758107 14
14 4.32135087847 153.231005011 230.679043285 28.465844507 14
15 3.03378474701 159.420302825 226.815296005 28.7212751658 14
16 2.05856907254 165.531066246 222.704561946 28.9714646168 15
17 1.39814138635 171.548021547 218.357115804 29.2170799248 15
18 1.05415241373 177.456129473 213.78382393 29.4586861782 15
19 1.02746194795 183.240622832 208.996117171 29.6967671387 15
20 1.31813670129 188.887043403 204.005962301 29.9317408616 15
21 1.92545013823 194.381278074 198.825832109 30.163971702 15
22 2.84788429147 199.709594121 193.468674221 30.3937796724 15
23 4.08313355601 204.858673528 187.947878744 30.6214478299 15
24 5.62811045202 209.815646279 182.27724479 30.8472281751 16
25 7.47895334184 214.568122523 176.470945991 31.071346412 16
26 9.63103608216 219.104223544 170.54349507 31.2940058247 16
27 12.0789795869 223.412611453 164.509707568 31.515390463 16
28 14.8166652722 227.482517523 158.38466481 31.735667781 16
29 17.8372503496 231.303769108 152.183676215 31.9549908388 16
30 21.1331849294 234.866815071 145.922241024 32.1735001522 16
31 24.6962308917 238.16274965 139.616009564 32.3913252566 16
32 28.5174824773 241.183334728 133.280744129 32.6085860372 16
33 32.5873885472 243.921020413 126.932279584 32.8253938668 17
34 36.8957764558 246.368963918 120.586483785 33.0418525841 17
35 41.431877477 248.521046658 114.259217915 33.2580593388 17
36 46.1843537208 250.371889548 107.966296844 33.474105325 17
37 51.1413264715 251.916866444 101.723449597 33.6900764215 17
38 56.2904058788 253.152115709 95.5462800426 33.906053751 17
39 61.6187219258 254.074549862 89.450227886 34.1221141728 17
40 67.1129565973 254.681863299 83.4505300834 34.338330717 17
41 72.7593771679 254.972538052 77.5621827547 34.5547729691 17
42 78.5438705268 254.945847586 71.7999037016 34.7715074116 18
43 84.4519784532 254.601858614 66.1780956207 34.9885977286 18
44 90.468933754 253.941430927 60.7108101046 35.2061050789 18
45 96.5796971747 252.966215253 55.4117125197 35.4240883399 18
46 102.768994989 251.678649122 50.2940478503 35.6426043282 18
47 109.021357176 250.081950778 45.3706075927 35.861707998 18
48 115.321156086 248.180111136 40.6536977836 36.0814526213 18
49 121.652645503 245.977883805 36.155108241 36.3018899512 18
50 128.0 243.480773207 31.8860830959 36.5230703706 18
51 134.347354497 240.695020816 27.8572926879 36.7450430278 19
52 140.678843914 237.627589564 24.0788068948 36.9678559614 19
53 146.978642824 234.286146431 20.5600699634 37.1915562142 19
54 153.231005011 230.679043285 17.3098769035 37.4161899382 19
55 159.420302825 226.815296005 14.336351505 37.6418024919 19
56 165.531066246 222.704561946 11.6469260328 37.8684385299 19
57 171.548021547 218.357115804 9.24832265008 38.0961420864 19
58 177.456129473 213.78382393 7.14653661603 38.324956653 19
59 183.240622832 208.996117171 5.34682130118 38.5549252506 20
60 188.887043403 204.005962301 3.85367505653 38.7860904979 20
61 194.381278074 198.825832109 2.67082997009 39.0184946743 20
62 199.709594121 193.468674221 1.80124253855 39.2521797802 20
63 204.858673528 187.947878744 1.24708627762 39.4871875936 20
64 209.815646279 182.27724479 1.00974628936 39.7235597231 20
65 214.568122523 176.470945991 1.08981580013 39.9613376592 20
66 219.104223544 170.54349507 1.48709467785 40.2005628224 20
67 223.412611453 164.509707568 2.20058993223 40.4412766095 21
68 227.482517523 158.38466481 3.22851819671 40.6835204373 21
